pop_2012,chart_month,county,eligible_population_enrolled,location,month,opo,population_18_estimate,registry_enrollments,year,dummy_day,date,year_sp_2012,year_sp_2016,year_sp_2017,total_days
32749,01 (Jan),Schoharie,23.81,"(42.643426, -74.434606)",1,Center for Donation and Transplant in New York,25439,6056,2011,01,2011-01-01,0,0,0,852
18343,01 (Jan),Schuyler,22.25,"(42.38593, -76.872032)",1,Finger Lakes Donor Recovery Network,14249,3171,2011,01,2011-01-01,0,0,0,852
35251,01 (Jan),Seneca,11.31,"(42.833627, -76.82753)",1,Finger Lakes Donor Recovery Network,27383,3096,2011,01,2011-01-01,0,0,0,852
98990,01 (Jan),Steuben,24.21,"(42.270053, -77.324618)",1,Finger Lakes Donor Recovery Network,76895,18616,2011,01,2011-01-01,0,0,0,852
111944,01 (Jan),St Lawrence,24.33,"(44.689468, -75.242045)",1,Center for Donation and Transplant in New York,86958,21161,2011,01,2011-01-01,0,0,0,852
1493350,01 (Jan),Suffolk,17.76,"(40.820237, -73.119032)",1,New York Organ Donor Network,1160034,205996,2011,01,2011-01-01,0,0,0,852
77547,01 (Jan),Sullivan,14.59,"(41.705166, -74.711705)",1,Center for Donation and Transplant in New York,60239,8788,2011,01,2011-01-01,0,0,0,852
51125,01 (Jan),Tioga,24.19,"(42.120252, -76.29595)",1,Center for Donation and Transplant in New York,39714,9606,2011,01,2011-01-01,0,0,0,852
101564,01 (Jan),Tompkins,34.76,"(42.461024, -76.478784)",1,Finger Lakes Donor Recovery Network,78895,27421,2011,01,2011-01-01,0,0,0,852
19378102,01 (Jan),TOTAL NYS,15.25,NA,1,NA,15052907,2295364,2011,01,2011-01-01,0,0,0,852
182493,01 (Jan),Ulster,19.24,"(41.848374, -74.099412)",1,Center for Donation and Transplant in New York,141761,27276,2011,01,2011-01-01,0,0,0,852
65707,01 (Jan),Warren,18.93,"(43.403024, -73.716044)",1,Center for Donation and Transplant in New York,51041,9661,2011,01,2011-01-01,0,0,0,852
63216,01 (Jan),Washington,18.43,"(43.289513, -73.454761)",1,Center for Donation and Transplant in New York,49106,9049,2011,01,2011-01-01,0,0,0,852
93772,01 (Jan),Wayne,17.76,"(43.144336, -77.117995)",1,Finger Lakes Donor Recovery Network,72842,12936,2011,01,2011-01-01,0,0,0,852
949113,01 (Jan),Westchester,14.65,"(41.039278, -73.805386)",1,New York Organ Donor Network,737271,108037,2011,01,2011-01-01,0,0,0,852
42155,01 (Jan),Wyoming,26.12,"(42.723641, -78.204473)",1,UNYTS,32746,8553,2011,01,2011-01-01,0,0,0,852
25348,01 (Jan),Yates,23.66,"(42.634338, -77.078311)",1,Finger Lakes Donor Recovery Network,19690,4658,2011,01,2011-01-01,0,0,0,852
304204,12 (Dec),Albany,18.56,"(42.678066, -73.814233)",12,Center for Donation and Transplant in New York,236306,43867,2010,01,2010-12-01,0,0,0,821
48946,12 (Dec),Allegany,22.42,"(42.226801, -78.020567)",12,UNYTS,38021,8524,2010,01,2010-12-01,0,0,0,821
1385108,12 (Dec),Bronx,6.84,"(40.85589, -73.868294)",12,New York Organ Donor Network,1075952,73597,2010,01,2010-12-01,0,0,0,821
200600,12 (Dec),Broome,21.46,"(42.122015, -75.933191)",12,Center for Donation and Transplant in New York,155826,33439,2010,01,2010-12-01,0,0,0,821
80317,12 (Dec),Cattauragus,35.71,"(42.224267, -78.606673)",12,UNYTS,62390,22278,2010,01,2010-12-01,0,0,0,821
80026,12 (Dec),Cayuga,17.94,"(42.940095, -76.560755)",12,Finger Lakes Donor Recovery Network,62164,11151,2010,01,2010-12-01,0,0,0,821
134905,12 (Dec),Chautauqua,27.33,"(42.246904, -79.315313)",12,UNYTS,104794,28639,2010,01,2010-12-01,0,0,0,821
88830,12 (Dec),Chemung,23.25,"(42.116644, -76.812331)",12,Finger Lakes Donor Recovery Network,69003,16041,2010,01,2010-12-01,0,0,0,821
50477,12 (Dec),Chenango,18.82,"(42.481798, -75.570013)",12,Finger Lakes Donor Recovery Network,39211,7379,2010,01,2010-12-01,0,0,0,821
82128,12 (Dec),Clinton,22.88,"(44.731944, -73.548883)",12,Center for Donation and Transplant in New York,63797,14597,2010,01,2010-12-01,0,0,0,821
63096,12 (Dec),Columbia,26.11,"(42.276913, -73.682168)",12,Center for Donation and Transplant in New York,49013,12797,2010,01,2010-12-01,0,0,0,821
49336,12 (Dec),Cortland,23.57,"(42.597101, -76.143291)",12,Finger Lakes Donor Recovery Network,38324,9033,2010,01,2010-12-01,0,0,0,821
47980,12 (Dec),Delaware,16.63,"(42.242972, -74.997944)",12,Center for Donation and Transplant in New York,37271,6197,2010,01,2010-12-01,0,0,0,821
297488,12 (Dec),Dutchess,18.96,"(41.686216, -73.840468)",12,Center for Donation and Transplant in New York,231089,43814,2010,01,2010-12-01,0,0,0,821
919040,12 (Dec),Erie,22.91,"(42.888143, -78.795544)",12,UNYTS,713910,163585,2010,01,2010-12-01,0,0,0,821
39370,12 (Dec),Essex,24.2,"(44.166026, -73.685145)",12,Center for Donation and Transplant in New York,30583,7402,2010,01,2010-12-01,0,0,0,821
51599,12 (Dec),Franklin,21.01,"(44.705699, -74.340621)",12,Center for Donation and Transplant in New York,40082,8422,2010,01,2010-12-01,0,0,0,821
55531,12 (Dec),Fulton,17.67,"(43.06014, -74.331296)",12,Center for Donation and Transplant in New York,43136,7623,2010,01,2010-12-01,0,0,0,821
60079,12 (Dec),Genesee,24.82,"(43.000121, -78.172679)",12,UNYTS,46669,11583,2010,01,2010-12-01,0,0,0,821
49221,12 (Dec),Greene,20.83,"(42.298326, -73.973376)",12,Center for Donation and Transplant in New York,38235,7966,2010,01,2010-12-01,0,0,0,821
4836,12 (Dec),Hamilton,23.88,"(43.618468, -74.395268)",12,Center for Donation and Transplant in New York,3757,897,2010,01,2010-12-01,0,0,0,821
64519,12 (Dec),Herkimer,19.97,"(43.070026, -74.994246)",12,Center for Donation and Transplant in New York,50118,10010,2010,01,2010-12-01,0,0,0,821
116229,12 (Dec),Jefferson,24.82,"(44.019295, -75.898971)",12,Finger Lakes Donor Recovery Network,90287,22406,2010,01,2010-12-01,0,0,0,821
2504700,12 (Dec),Kings,8,"(40.65642, -73.950691)",12,New York Organ Donor Network,1945651,155570,2010,01,2010-12-01,0,0,0,821
27087,12 (Dec),Lewis,25.15,"(43.785537, -75.446296)",12,Finger Lakes Donor Recovery Network,21041,5292,2010,01,2010-12-01,0,0,0,821
65393,12 (Dec),Livingston,22.16,"(42.763754, -77.765392)",12,Finger Lakes Donor Recovery Network,50797,11258,2010,01,2010-12-01,0,0,0,821
73442,12 (Dec),Madison,19.68,"(42.986917, -75.720031)",12,Finger Lakes Donor Recovery Network,57050,11226,2010,01,2010-12-01,0,0,0,821
744344,12 (Dec),Monroe,18.68,"(43.161748, -77.620143)",12,Finger Lakes Donor Recovery Network,578206,108031,2010,01,2010-12-01,0,0,0,821
50219,12 (Dec),Montgomery,16.79,"(42.933637, -74.341972)",12,Center for Donation and Transplant in New York,39010,6550,2010,01,2010-12-01,0,0,0,821
1339532,12 (Dec),Nassau,13.34,"(40.715749, -73.601185)",12,New York Organ Donor Network,1040548,138771,2010,01,2010-12-01,0,0,0,821
1585873,12 (Dec),New York,19.94,"(40.726966, -74.005966)",12,New York Organ Donor Network,1231906,245638,2010,01,2010-12-01,0,0,0,821
216469,12 (Dec),Niagara,27.18,"(43.134634, -78.856419)",12,UNYTS,168153,45705,2010,01,2010-12-01,0,0,0,821
234878,12 (Dec),Oneida,11.51,"(43.149482, -75.361773)",12,Center for Donation and Transplant in New York,182453,20998,2010,01,2010-12-01,0,0,0,821
467026,12 (Dec),Onondaga,20.37,"(43.065629, -76.168033)",12,Finger Lakes Donor Recovery Network,362786,73895,2010,01,2010-12-01,0,0,0,821
107931,12 (Dec),Ontario,25.63,"(42.894571, -77.252045)",12,Finger Lakes Donor Recovery Network,83841,21492,2010,01,2010-12-01,0,0,0,821
372813,12 (Dec),Orange,15.16,"(41.422459, -74.241929)",12,New York Organ Donor Network,289601,43915,2010,01,2010-12-01,0,0,0,821
42883,12 (Dec),Orleans,5.59,"(43.248394, -78.218438)",12,UNYTS,33312,1861,2010,01,2010-12-01,0,0,0,821
122109,12 (Dec),Oswego,18.99,"(43.39123, -76.31133)",12,Finger Lakes Donor Recovery Network,94854,18016,2010,01,2010-12-01,0,0,0,821
62259,12 (Dec),Otsego,23.48,"(42.564852, -75.060334)",12,Center for Donation and Transplant in New York,48363,11356,2010,01,2010-12-01,0,0,0,821
99710,12 (Dec),Putnam,19.89,"(41.41131, -73.717443)",12,New York Organ Donor Network,77455,15407,2010,01,2010-12-01,0,0,0,821
2230722,12 (Dec),Queens,6.52,"(40.749338, -73.789673)",12,New York Organ Donor Network,1732825,112933,2010,01,2010-12-01,0,0,0,821
159429,12 (Dec),Rensselaer,18.65,"(42.70098, -73.628669)",12,Center for Donation and Transplant in New York,123844,23099,2010,01,2010-12-01,0,0,0,821
468730,12 (Dec),Richmond,9.51,"(40.566763, -74.148102)",12,New York Organ Donor Network,364109,34611,2010,01,2010-12-01,0,0,0,821
311687,12 (Dec),Rockland,11.99,"(41.127287, -74.017033)",12,New York Organ Donor Network,242118,29021,2010,01,2010-12-01,0,0,0,821
219607,12 (Dec),Saratoga,27.85,"(43.00894, -73.786779)",12,Center for Donation and Transplant in New York,170591,47512,2010,01,2010-12-01,0,0,0,821
154727,12 (Dec),Schenectady,23.07,"(42.809233, -73.946838)",12,Center for Donation and Transplant in New York,120192,27730,2010,01,2010-12-01,0,0,0,821
32749,12 (Dec),Schoharie,23.62,"(42.643426, -74.434606)",12,Center for Donation and Transplant in New York,25439,6009,2010,01,2010-12-01,0,0,0,821
18343,12 (Dec),Schuyler,22,"(42.38593, -76.872032)",12,Finger Lakes Donor Recovery Network,14249,3135,2010,01,2010-12-01,0,0,0,821
35251,12 (Dec),Seneca,11.21,"(42.833627, -76.82753)",12,Finger Lakes Donor Recovery Network,27383,3069,2010,01,2010-12-01,0,0,0,821
98990,12 (Dec),Steuben,24.03,"(42.270053, -77.324618)",12,Finger Lakes Donor Recovery Network,76895,18481,2010,01,2010-12-01,0,0,0,821
111944,12 (Dec),St Lawrence,24.33,"(44.689468, -75.242045)",12,Center for Donation and Transplant in New York,86958,21161,2010,01,2010-12-01,0,0,0,821
1493350,12 (Dec),Suffolk,17.57,"(40.820237, -73.119032)",12,New York Organ Donor Network,1160034,203843,2010,01,2010-12-01,0,0,0,821
77547,12 (Dec),Sullivan,14.4,"(41.705166, -74.711705)",12,Center for Donation and Transplant in New York,60239,8677,2010,01,2010-12-01,0,0,0,821
51125,12 (Dec),Tioga,24.01,"(42.120252, -76.29595)",12,Center for Donation and Transplant in New York,39714,9535,2010,01,2010-12-01,0,0,0,821
101564,12 (Dec),Tompkins,34.54,"(42.461024, -76.478784)",12,Finger Lakes Donor Recovery Network,78895,27252,2010,01,2010-12-01,0,0,0,821
19378102,12 (Dec),TOTAL NYS,15.08,NA,12,NA,15052907,2270648,2010,01,2010-12-01,0,0,0,821
182493,12 (Dec),Ulster,19.02,"(41.848374, -74.099412)",12,Center for Donation and Transplant in New York,141761,26960,2010,01,2010-12-01,0,0,0,821
65707,12 (Dec),Warren,18.78,"(43.403024, -73.716044)",12,Center for Donation and Transplant in New York,51041,9588,2010,01,2010-12-01,0,0,0,821
63216,12 (Dec),Washington,18.17,"(43.289513, -73.454761)",12,Center for Donation and Transplant in New York,49106,8923,2010,01,2010-12-01,0,0,0,821
93772,12 (Dec),Wayne,17.62,"(43.144336, -77.117995)",12,Finger Lakes Donor Recovery Network,72842,12833,2010,01,2010-12-01,0,0,0,821
949113,12 (Dec),Westchester,14.49,"(41.039278, -73.805386)",12,New York Organ Donor Network,737271,106797,2010,01,2010-12-01,0,0,0,821
42155,12 (Dec),Wyoming,25.87,"(42.723641, -78.204473)",12,UNYTS,32746,8473,2010,01,2010-12-01,0,0,0,821
25348,12 (Dec),Yates,23.44,"(42.634338, -77.078311)",12,Finger Lakes Donor Recovery Network,19690,4616,2010,01,2010-12-01,0,0,0,821
304204,11 (Nov),Albany,18.3,"(42.678066, -73.814233)",11,Center for Donation and Transplant in New York,236306,43235,2010,01,2010-11-01,0,0,0,791
48946,11 (Nov),Allegany,22.19,"(42.226801, -78.020567)",11,UNYTS,38021,8436,2010,01,2010-11-01,0,0,0,791
1385108,11 (Nov),Bronx,6.72,"(40.85589, -73.868294)",11,New York Organ Donor Network,1075952,72328,2010,01,2010-11-01,0,0,0,791
200600,11 (Nov),Broome,21.14,"(42.122015, -75.933191)",11,Center for Donation and Transplant in New York,155826,32943,2010,01,2010-11-01,0,0,0,791
80317,11 (Nov),Cattauragus,35.71,"(42.224267, -78.606673)",11,UNYTS,62390,22278,2010,01,2010-11-01,0,0,0,791
80026,11 (Nov),Cayuga,17.61,"(42.940095, -76.560755)",11,Finger Lakes Donor Recovery Network,62164,10950,2010,01,2010-11-01,0,0,0,791
134905,11 (Nov),Chautauqua,27.07,"(42.246904, -79.315313)",11,UNYTS,104794,28371,2010,01,2010-11-01,0,0,0,791
88830,11 (Nov),Chemung,22.9,"(42.116644, -76.812331)",11,Finger Lakes Donor Recovery Network,69003,15801,2010,01,2010-11-01,0,0,0,791
50477,11 (Nov),Chenango,18.53,"(42.481798, -75.570013)",11,Finger Lakes Donor Recovery Network,39211,7267,2010,01,2010-11-01,0,0,0,791
82128,11 (Nov),Clinton,22.62,"(44.731944, -73.548883)",11,Center for Donation and Transplant in New York,63797,14431,2010,01,2010-11-01,0,0,0,791
63096,11 (Nov),Columbia,25.82,"(42.276913, -73.682168)",11,Center for Donation and Transplant in New York,49013,12656,2010,01,2010-11-01,0,0,0,791
49336,11 (Nov),Cortland,23.36,"(42.597101, -76.143291)",11,Finger Lakes Donor Recovery Network,38324,8952,2010,01,2010-11-01,0,0,0,791
47980,11 (Nov),Delaware,16.34,"(42.242972, -74.997944)",11,Center for Donation and Transplant in New York,37271,6089,2010,01,2010-11-01,0,0,0,791
297488,11 (Nov),Dutchess,18.71,"(41.686216, -73.840468)",11,Center for Donation and Transplant in New York,231089,43245,2010,01,2010-11-01,0,0,0,791
919040,11 (Nov),Erie,22.59,"(42.888143, -78.795544)",11,UNYTS,713910,161276,2010,01,2010-11-01,0,0,0,791
39370,11 (Nov),Essex,23.83,"(44.166026, -73.685145)",11,Center for Donation and Transplant in New York,30583,7289,2010,01,2010-11-01,0,0,0,791
51599,11 (Nov),Franklin,20.65,"(44.705699, -74.340621)",11,Center for Donation and Transplant in New York,40082,8276,2010,01,2010-11-01,0,0,0,791
55531,11 (Nov),Fulton,17.38,"(43.06014, -74.331296)",11,Center for Donation and Transplant in New York,43136,7496,2010,01,2010-11-01,0,0,0,791
60079,11 (Nov),Genesee,24.61,"(43.000121, -78.172679)",11,UNYTS,46669,11484,2010,01,2010-11-01,0,0,0,791
49221,11 (Nov),Greene,20.54,"(42.298326, -73.973376)",11,Center for Donation and Transplant in New York,38235,7852,2010,01,2010-11-01,0,0,0,791
4836,11 (Nov),Hamilton,23.45,"(43.618468, -74.395268)",11,Center for Donation and Transplant in New York,3757,881,2010,01,2010-11-01,0,0,0,791
64519,11 (Nov),Herkimer,19.65,"(43.070026, -74.994246)",11,Center for Donation and Transplant in New York,50118,9850,2010,01,2010-11-01,0,0,0,791
116229,11 (Nov),Jefferson,24.5,"(44.019295, -75.898971)",11,Finger Lakes Donor Recovery Network,90287,22122,2010,01,2010-11-01,0,0,0,791
2504700,11 (Nov),Kings,7.86,"(40.65642, -73.950691)",11,New York Organ Donor Network,1945651,152871,2010,01,2010-11-01,0,0,0,791
27087,11 (Nov),Lewis,24.84,"(43.785537, -75.446296)",11,Finger Lakes Donor Recovery Network,21041,5227,2010,01,2010-11-01,0,0,0,791
65393,11 (Nov),Livingston,21.86,"(42.763754, -77.765392)",11,Finger Lakes Donor Recovery Network,50797,11103,2010,01,2010-11-01,0,0,0,791
73442,11 (Nov),Madison,19.34,"(42.986917, -75.720031)",11,Finger Lakes Donor Recovery Network,57050,11033,2010,01,2010-11-01,0,0,0,791
744344,11 (Nov),Monroe,18.41,"(43.161748, -77.620143)",11,Finger Lakes Donor Recovery Network,578206,106435,2010,01,2010-11-01,0,0,0,791
50219,11 (Nov),Montgomery,16.55,"(42.933637, -74.341972)",11,Center for Donation and Transplant in New York,39010,6457,2010,01,2010-11-01,0,0,0,791
1339532,11 (Nov),Nassau,13.12,"(40.715749, -73.601185)",11,New York Organ Donor Network,1040548,136495,2010,01,2010-11-01,0,0,0,791
1585873,11 (Nov),New York,19.67,"(40.726966, -74.005966)",11,New York Organ Donor Network,1231906,242377,2010,01,2010-11-01,0,0,0,791
216469,11 (Nov),Niagara,26.85,"(43.134634, -78.856419)",11,UNYTS,168153,45157,2010,01,2010-11-01,0,0,0,791
234878,11 (Nov),Oneida,11.28,"(43.149482, -75.361773)",11,Center for Donation and Transplant in New York,182453,20586,2010,01,2010-11-01,0,0,0,791
467026,11 (Nov),Onondaga,20.05,"(43.065629, -76.168033)",11,Finger Lakes Donor Recovery Network,362786,72733,2010,01,2010-11-01,0,0,0,791
107931,11 (Nov),Ontario,25.27,"(42.894571, -77.252045)",11,Finger Lakes Donor Recovery Network,83841,21184,2010,01,2010-11-01,0,0,0,791
372813,11 (Nov),Orange,14.95,"(41.422459, -74.241929)",11,New York Organ Donor Network,289601,43281,2010,01,2010-11-01,0,0,0,791
42883,11 (Nov),Orleans,5.5,"(43.248394, -78.218438)",11,UNYTS,33312,1831,2010,01,2010-11-01,0,0,0,791
122109,11 (Nov),Oswego,18.71,"(43.39123, -76.31133)",11,Finger Lakes Donor Recovery Network,94854,17747,2010,01,2010-11-01,0,0,0,791
62259,11 (Nov),Otsego,23.19,"(42.564852, -75.060334)",11,Center for Donation and Transplant in New York,48363,11213,2010,01,2010-11-01,0,0,0,791
99710,11 (Nov),Putnam,19.59,"(41.41131, -73.717443)",11,New York Organ Donor Network,77455,15173,2010,01,2010-11-01,0,0,0,791
2230722,11 (Nov),Queens,6.4,"(40.749338, -73.789673)",11,New York Organ Donor Network,1732825,110915,2010,01,2010-11-01,0,0,0,791
159429,11 (Nov),Rensselaer,18.31,"(42.70098, -73.628669)",11,Center for Donation and Transplant in New York,123844,22674,2010,01,2010-11-01,0,0,0,791
468730,11 (Nov),Richmond,9.34,"(40.566763, -74.148102)",11,New York Organ Donor Network,364109,34023,2010,01,2010-11-01,0,0,0,791
311687,11 (Nov),Rockland,11.8,"(41.127287, -74.017033)",11,New York Organ Donor Network,242118,28566,2010,01,2010-11-01,0,0,0,791
219607,11 (Nov),Saratoga,27.49,"(43.00894, -73.786779)",11,Center for Donation and Transplant in New York,170591,46898,2010,01,2010-11-01,0,0,0,791
154727,11 (Nov),Schenectady,22.76,"(42.809233, -73.946838)",11,Center for Donation and Transplant in New York,120192,27351,2010,01,2010-11-01,0,0,0,791
32749,11 (Nov),Schoharie,23.32,"(42.643426, -74.434606)",11,Center for Donation and Transplant in New York,25439,5932,2010,01,2010-11-01,0,0,0,791
18343,11 (Nov),Schuyler,21.68,"(42.38593, -76.872032)",11,Finger Lakes Donor Recovery Network,14249,3089,2010,01,2010-11-01,0,0,0,791
35251,11 (Nov),Seneca,11.07,"(42.833627, -76.82753)",11,Finger Lakes Donor Recovery Network,27383,3031,2010,01,2010-11-01,0,0,0,791
98990,11 (Nov),Steuben,23.76,"(42.270053, -77.324618)",11,Finger Lakes Donor Recovery Network,76895,18274,2010,01,2010-11-01,0,0,0,791
111944,11 (Nov),St Lawrence,24.33,"(44.689468, -75.242045)",11,Center for Donation and Transplant in New York,86958,21161,2010,01,2010-11-01,0,0,0,791
1493350,11 (Nov),Suffolk,17.34,"(40.820237, -73.119032)",11,New York Organ Donor Network,1160034,201127,2010,01,2010-11-01,0,0,0,791
77547,11 (Nov),Sullivan,14.14,"(41.705166, -74.711705)",11,Center for Donation and Transplant in New York,60239,8519,2010,01,2010-11-01,0,0,0,791
51125,11 (Nov),Tioga,23.72,"(42.120252, -76.29595)",11,Center for Donation and Transplant in New York,39714,9420,2010,01,2010-11-01,0,0,0,791
101564,11 (Nov),Tompkins,34.2,"(42.461024, -76.478784)",11,Finger Lakes Donor Recovery Network,78895,26981,2010,01,2010-11-01,0,0,0,791
19378102,11 (Nov),TOTAL NYS,14.87,NA,11,NA,15052907,2238067,2010,01,2010-11-01,0,0,0,791
182493,11 (Nov),Ulster,18.76,"(41.848374, -74.099412)",11,Center for Donation and Transplant in New York,141761,26588,2010,01,2010-11-01,0,0,0,791
65707,11 (Nov),Warren,18.57,"(43.403024, -73.716044)",11,Center for Donation and Transplant in New York,51041,9476,2010,01,2010-11-01,0,0,0,791
63216,11 (Nov),Washington,17.87,"(43.289513, -73.454761)",11,Center for Donation and Transplant in New York,49106,8776,2010,01,2010-11-01,0,0,0,791
93772,11 (Nov),Wayne,17.43,"(43.144336, -77.117995)",11,Finger Lakes Donor Recovery Network,72842,12700,2010,01,2010-11-01,0,0,0,791
949113,11 (Nov),Westchester,14.26,"(41.039278, -73.805386)",11,New York Organ Donor Network,737271,105155,2010,01,2010-11-01,0,0,0,791
42155,11 (Nov),Wyoming,25.65,"(42.723641, -78.204473)",11,UNYTS,32746,8398,2010,01,2010-11-01,0,0,0,791
25348,11 (Nov),Yates,23.1,"(42.634338, -77.078311)",11,Finger Lakes Donor Recovery Network,19690,4548,2010,01,2010-11-01,0,0,0,791
304204,10 (Oct),Albany,18.06,"(42.678066, -73.814233)",10,Center for Donation and Transplant in New York,236306,42679,2010,01,2010-10-01,0,0,0,760
48946,10 (Oct),Allegany,21.97,"(42.226801, -78.020567)",10,UNYTS,38021,8353,2010,01,2010-10-01,0,0,0,760
1385108,10 (Oct),Bronx,6.62,"(40.85589, -73.868294)",10,New York Organ Donor Network,1075952,71208,2010,01,2010-10-01,0,0,0,760
200600,10 (Oct),Broome,20.87,"(42.122015, -75.933191)",10,Center for Donation and Transplant in New York,155826,32522,2010,01,2010-10-01,0,0,0,760
80317,10 (Oct),Cattauragus,35.71,"(42.224267, -78.606673)",10,UNYTS,62390,22278,2010,01,2010-10-01,0,0,0,760
80026,10 (Oct),Cayuga,17.39,"(42.940095, -76.560755)",10,Finger Lakes Donor Recovery Network,62164,10810,2010,01,2010-10-01,0,0,0,760
134905,10 (Oct),Chautauqua,26.87,"(42.246904, -79.315313)",10,UNYTS,104794,28156,2010,01,2010-10-01,0,0,0,760
88830,10 (Oct),Chemung,22.66,"(42.116644, -76.812331)",10,Finger Lakes Donor Recovery Network,69003,15633,2010,01,2010-10-01,0,0,0,760
50477,10 (Oct),Chenango,18.32,"(42.481798, -75.570013)",10,Finger Lakes Donor Recovery Network,39211,7185,2010,01,2010-10-01,0,0,0,760
82128,10 (Oct),Clinton,22.39,"(44.731944, -73.548883)",10,Center for Donation and Transplant in New York,63797,14285,2010,01,2010-10-01,0,0,0,760
63096,10 (Oct),Columbia,25.57,"(42.276913, -73.682168)",10,Center for Donation and Transplant in New York,49013,12534,2010,01,2010-10-01,0,0,0,760
49336,10 (Oct),Cortland,23.17,"(42.597101, -76.143291)",10,Finger Lakes Donor Recovery Network,38324,8879,2010,01,2010-10-01,0,0,0,760
47980,10 (Oct),Delaware,16.13,"(42.242972, -74.997944)",10,Center for Donation and Transplant in New York,37271,6011,2010,01,2010-10-01,0,0,0,760
297488,10 (Oct),Dutchess,18.48,"(41.686216, -73.840468)",10,Center for Donation and Transplant in New York,231089,42698,2010,01,2010-10-01,0,0,0,760
919040,10 (Oct),Erie,22.3,"(42.888143, -78.795544)",10,UNYTS,713910,159199,2010,01,2010-10-01,0,0,0,760
39370,10 (Oct),Essex,23.49,"(44.166026, -73.685145)",10,Center for Donation and Transplant in New York,30583,7183,2010,01,2010-10-01,0,0,0,760
51599,10 (Oct),Franklin,20.39,"(44.705699, -74.340621)",10,Center for Donation and Transplant in New York,40082,8172,2010,01,2010-10-01,0,0,0,760
55531,10 (Oct),Fulton,17.17,"(43.06014, -74.331296)",10,Center for Donation and Transplant in New York,43136,7405,2010,01,2010-10-01,0,0,0,760
60079,10 (Oct),Genesee,24.31,"(43.000121, -78.172679)",10,UNYTS,46669,11345,2010,01,2010-10-01,0,0,0,760
49221,10 (Oct),Greene,20.31,"(42.298326, -73.973376)",10,Center for Donation and Transplant in New York,38235,7766,2010,01,2010-10-01,0,0,0,760
4836,10 (Oct),Hamilton,23.1,"(43.618468, -74.395268)",10,Center for Donation and Transplant in New York,3757,868,2010,01,2010-10-01,0,0,0,760
64519,10 (Oct),Herkimer,19.35,"(43.070026, -74.994246)",10,Center for Donation and Transplant in New York,50118,9697,2010,01,2010-10-01,0,0,0,760
116229,10 (Oct),Jefferson,24.17,"(44.019295, -75.898971)",10,Finger Lakes Donor Recovery Network,90287,21826,2010,01,2010-10-01,0,0,0,760
2504700,10 (Oct),Kings,7.74,"(40.65642, -73.950691)",10,New York Organ Donor Network,1945651,150569,2010,01,2010-10-01,0,0,0,760
27087,10 (Oct),Lewis,24.57,"(43.785537, -75.446296)",10,Finger Lakes Donor Recovery Network,21041,5170,2010,01,2010-10-01,0,0,0,760
65393,10 (Oct),Livingston,21.65,"(42.763754, -77.765392)",10,Finger Lakes Donor Recovery Network,50797,11000,2010,01,2010-10-01,0,0,0,760
73442,10 (Oct),Madison,19.1,"(42.986917, -75.720031)",10,Finger Lakes Donor Recovery Network,57050,10897,2010,01,2010-10-01,0,0,0,760
744344,10 (Oct),Monroe,18.14,"(43.161748, -77.620143)",10,Finger Lakes Donor Recovery Network,578206,104908,2010,01,2010-10-01,0,0,0,760
50219,10 (Oct),Montgomery,16.32,"(42.933637, -74.341972)",10,Center for Donation and Transplant in New York,39010,6366,2010,01,2010-10-01,0,0,0,760
1339532,10 (Oct),Nassau,12.94,"(40.715749, -73.601185)",10,New York Organ Donor Network,1040548,134641,2010,01,2010-10-01,0,0,0,760
1585873,10 (Oct),New York,19.45,"(40.726966, -74.005966)",10,New York Organ Donor Network,1231906,239605,2010,01,2010-10-01,0,0,0,760
216469,10 (Oct),Niagara,26.6,"(43.134634, -78.856419)",10,UNYTS,168153,44728,2010,01,2010-10-01,0,0,0,760
234878,10 (Oct),Oneida,11.08,"(43.149482, -75.361773)",10,Center for Donation and Transplant in New York,182453,20220,2010,01,2010-10-01,0,0,0,760
467026,10 (Oct),Onondaga,19.78,"(43.065629, -76.168033)",10,Finger Lakes Donor Recovery Network,362786,71748,2010,01,2010-10-01,0,0,0,760
107931,10 (Oct),Ontario,24.94,"(42.894571, -77.252045)",10,Finger Lakes Donor Recovery Network,83841,20913,2010,01,2010-10-01,0,0,0,760
372813,10 (Oct),Orange,14.72,"(41.422459, -74.241929)",10,New York Organ Donor Network,289601,42643,2010,01,2010-10-01,0,0,0,760
42883,10 (Oct),Orleans,5.42,"(43.248394, -78.218438)",10,UNYTS,33312,1807,2010,01,2010-10-01,0,0,0,760
122109,10 (Oct),Oswego,18.5,"(43.39123, -76.31133)",10,Finger Lakes Donor Recovery Network,94854,17544,2010,01,2010-10-01,0,0,0,760
62259,10 (Oct),Otsego,22.96,"(42.564852, -75.060334)",10,Center for Donation and Transplant in New York,48363,11102,2010,01,2010-10-01,0,0,0,760
99710,10 (Oct),Putnam,19.34,"(41.41131, -73.717443)",10,New York Organ Donor Network,77455,14976,2010,01,2010-10-01,0,0,0,760
2230722,10 (Oct),Queens,6.3,"(40.749338, -73.789673)",10,New York Organ Donor Network,1732825,109162,2010,01,2010-10-01,0,0,0,760
159429,10 (Oct),Rensselaer,18.05,"(42.70098, -73.628669)",10,Center for Donation and Transplant in New York,123844,22360,2010,01,2010-10-01,0,0,0,760
468730,10 (Oct),Richmond,9.2,"(40.566763, -74.148102)",10,New York Organ Donor Network,364109,33503,2010,01,2010-10-01,0,0,0,760
