Year,Month,County,2012 Census Population,Population 18+ Estimate, Registry Enrollments,% Eligible Population Enrolled,OPO,Location,Chart Month
2009,7,Out of State,0,0,178,0,,,07 (Jul)
2009,7,Putnam,99710,77455,12149,15.69,New York Organ Donor Network,"(41.41131, -73.717443)",07 (Jul)
2009,7,Queens,2230722,1732825,86435,4.99,New York Organ Donor Network,"(40.749338, -73.789673)",07 (Jul)
2009,7,Rensselaer,159429,123844,17938,14.48,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",07 (Jul)
2009,7,Richmond,468730,364109,26624,7.31,New York Organ Donor Network,"(40.566763, -74.148102)",07 (Jul)
2009,7,Rockland,311687,242118,22571,9.32,New York Organ Donor Network,"(41.127287, -74.017033)",07 (Jul)
2009,7,Saratoga,219607,170591,38859,22.78,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",07 (Jul)
2009,7,Schenectady,154727,120192,22424,18.66,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",07 (Jul)
2009,7,Schoharie,32749,25439,5000,19.65,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",07 (Jul)
2009,7,Schuyler,18343,14249,2540,17.83,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",07 (Jul)
2009,7,Seneca,35251,27383,2428,8.87,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",07 (Jul)
2009,7,Steuben,98990,76895,15645,20.35,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",07 (Jul)
2009,7,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",07 (Jul)
2009,7,Suffolk,1493350,1160034,164805,14.21,New York Organ Donor Network,"(40.820237, -73.119032)",07 (Jul)
2009,7,Sullivan,77547,60239,6594,10.95,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",07 (Jul)
2009,7,Tioga,51125,39714,8148,20.52,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",07 (Jul)
2009,7,Tompkins,101564,78895,23399,29.66,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",07 (Jul)
2009,7,TOTAL NYS,19378102,15052907,1822911,12.11,,,07 (Jul)
2009,7,Ulster,182493,141761,21301,15.03,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",07 (Jul)
2009,7,Unknown,0,0,8158,0,,,07 (Jul)
2009,7,Warren,65707,51041,7998,15.67,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",07 (Jul)
2009,7,Washington,63216,49106,6861,13.97,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",07 (Jul)
2009,7,Wayne,93772,72842,10438,14.33,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",07 (Jul)
2009,7,Westchester,949113,737271,84808,11.5,New York Organ Donor Network,"(41.039278, -73.805386)",07 (Jul)
2009,7,Wyoming,42155,32746,7182,21.93,UNYTS,"(42.723641, -78.204473)",07 (Jul)
2009,7,Yates,25348,19690,3787,19.23,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",07 (Jul)
2009,6,Albany,304204,236306,34383,14.55,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",06 (Jun)
2009,6,Allegany,48946,38021,7015,18.45,UNYTS,"(42.226801, -78.020567)",06 (Jun)
2009,6,Bronx,1385108,1075952,54525,5.07,New York Organ Donor Network,"(40.85589, -73.868294)",06 (Jun)
2009,6,Broome,200600,155826,26718,17.15,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",06 (Jun)
2009,6,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",06 (Jun)
2009,6,Cayuga,80026,62164,8319,13.38,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",06 (Jun)
2009,6,Chautauqua,134905,104794,24770,23.64,UNYTS,"(42.246904, -79.315313)",06 (Jun)
2009,6,Chemung,88830,69003,12985,18.82,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",06 (Jun)
2009,6,Chenango,50477,39211,6023,15.36,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",06 (Jun)
2009,6,Clinton,82128,63797,11828,18.54,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",06 (Jun)
2009,6,Columbia,63096,49013,10985,22.41,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",06 (Jun)
2009,6,Cortland,49336,38324,7601,19.83,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",06 (Jun)
2009,6,Delaware,47980,37271,4723,12.67,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",06 (Jun)
2009,6,Dutchess,297488,231089,34641,14.99,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",06 (Jun)
2009,6,Erie,919040,713910,126781,17.76,UNYTS,"(42.888143, -78.795544)",06 (Jun)
2009,6,Essex,39370,30583,5962,19.49,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",06 (Jun)
2009,6,Franklin,51599,40082,6650,16.59,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",06 (Jun)
2009,6,Fulton,55531,43136,6097,14.13,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",06 (Jun)
2009,6,Genesee,60079,46669,9556,20.48,UNYTS,"(43.000121, -78.172679)",06 (Jun)
2009,6,Greene,49221,38235,6537,17.1,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",06 (Jun)
2009,6,Hamilton,4836,3757,673,17.91,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",06 (Jun)
2009,6,Herkimer,64519,50118,7498,14.96,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",06 (Jun)
2009,6,Jefferson,116229,90287,17740,19.65,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",06 (Jun)
2009,6,Kings,2504700,1945651,117551,6.04,New York Organ Donor Network,"(40.65642, -73.950691)",06 (Jun)
2009,6,Lewis,27087,21041,4194,19.93,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",06 (Jun)
2009,6,Livingston,65393,50797,8961,17.64,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",06 (Jun)
2009,6,Madison,73442,57050,8624,15.12,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",06 (Jun)
2009,6,Monroe,744344,578206,84046,14.54,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",06 (Jun)
2009,6,Montgomery,50219,39010,5224,13.39,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",06 (Jun)
2009,6,Nassau,1339532,1040548,105164,10.11,New York Organ Donor Network,"(40.715749, -73.601185)",06 (Jun)
2009,6,New York,1585873,1231906,200650,16.29,New York Organ Donor Network,"(40.726966, -74.005966)",06 (Jun)
2009,6,Niagara,216469,168153,37322,22.2,UNYTS,"(43.134634, -78.856419)",06 (Jun)
2009,6,Oneida,234878,182453,14913,8.17,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",06 (Jun)
2009,6,Onondaga,467026,362786,56181,15.49,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",06 (Jun)
2009,6,Ontario,107931,83841,16785,20.02,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",06 (Jun)
2009,6,Orange,372813,289601,33983,11.73,New York Organ Donor Network,"(41.422459, -74.241929)",06 (Jun)
2009,6,Orleans,42883,33312,1465,4.4,UNYTS,"(43.248394, -78.218438)",06 (Jun)
2009,6,Oswego,122109,94854,14267,15.04,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",06 (Jun)
2009,6,Otsego,62259,48363,9492,19.63,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",06 (Jun)
2009,6,Out of State,0,0,184,0,,,06 (Jun)
2009,6,Putnam,99710,77455,11942,15.42,New York Organ Donor Network,"(41.41131, -73.717443)",06 (Jun)
2009,6,Queens,2230722,1732825,84650,4.89,New York Organ Donor Network,"(40.749338, -73.789673)",06 (Jun)
2009,6,Rensselaer,159429,123844,17592,14.2,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",06 (Jun)
2009,6,Richmond,468730,364109,26084,7.16,New York Organ Donor Network,"(40.566763, -74.148102)",06 (Jun)
2009,6,Rockland,311687,242118,22170,9.16,New York Organ Donor Network,"(41.127287, -74.017033)",06 (Jun)
2009,6,Saratoga,219607,170591,38270,22.43,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",06 (Jun)
2009,6,Schenectady,154727,120192,22014,18.32,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",06 (Jun)
2009,6,Schoharie,32749,25439,4926,19.36,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",06 (Jun)
2009,6,Schuyler,18343,14249,2509,17.61,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",06 (Jun)
2009,6,Seneca,35251,27383,2362,8.63,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",06 (Jun)
2009,6,Steuben,98990,76895,15443,20.08,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",06 (Jun)
2009,6,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",06 (Jun)
2009,6,Suffolk,1493350,1160034,162384,14,New York Organ Donor Network,"(40.820237, -73.119032)",06 (Jun)
2009,6,Sullivan,77547,60239,6466,10.73,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",06 (Jun)
2009,6,Tioga,51125,39714,8065,20.31,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",06 (Jun)
2009,6,Tompkins,101564,78895,23094,29.27,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",06 (Jun)
2009,6,TOTAL NYS,19378102,15052907,1790447,11.89,,,06 (Jun)
2009,6,Ulster,182493,141761,20923,14.76,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",06 (Jun)
2009,6,Unknown,0,0,8013,0,,,06 (Jun)
2009,6,Warren,65707,51041,7908,15.49,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",06 (Jun)
2009,6,Washington,63216,49106,6730,13.71,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",06 (Jun)
2009,6,Wayne,93772,72842,10286,14.12,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",06 (Jun)
2009,6,Westchester,949113,737271,83357,11.31,New York Organ Donor Network,"(41.039278, -73.805386)",06 (Jun)
2009,6,Wyoming,42155,32746,7058,21.55,UNYTS,"(42.723641, -78.204473)",06 (Jun)
2009,6,Yates,25348,19690,3746,19.02,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",06 (Jun)
2009,5,Albany,304204,236306,31051,13.14,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",05 (May)
2009,5,Allegany,48946,38021,6620,17.41,UNYTS,"(42.226801, -78.020567)",05 (May)
2009,5,Bronx,1385108,1075952,49312,4.58,New York Organ Donor Network,"(40.85589, -73.868294)",05 (May)
2009,5,Broome,200600,155826,25012,16.05,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",05 (May)
2009,5,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",05 (May)
2009,5,Cayuga,80026,62164,7664,12.33,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",05 (May)
2009,5,Chautauqua,134905,104794,23821,22.73,UNYTS,"(42.246904, -79.315313)",05 (May)
2009,5,Chemung,88830,69003,12194,17.67,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",05 (May)
2009,5,Chenango,50477,39211,5678,14.48,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",05 (May)
2009,5,Clinton,82128,63797,11217,17.58,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",05 (May)
2009,5,Columbia,63096,49013,10391,21.2,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",05 (May)
2009,5,Cortland,49336,38324,7204,18.8,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",05 (May)
2009,5,Delaware,47980,37271,4431,11.89,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",05 (May)
2009,5,Dutchess,297488,231089,31915,13.81,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",05 (May)
2009,5,Erie,919040,713910,116421,16.31,UNYTS,"(42.888143, -78.795544)",05 (May)
2009,5,Essex,39370,30583,5596,18.3,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",05 (May)
2009,5,Franklin,51599,40082,6281,15.67,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",05 (May)
2009,5,Fulton,55531,43136,5762,13.36,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",05 (May)
2009,5,Genesee,60079,46669,9167,19.64,UNYTS,"(43.000121, -78.172679)",05 (May)
2009,5,Greene,49221,38235,6091,15.93,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",05 (May)
2009,5,Hamilton,4836,3757,595,15.84,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",05 (May)
2009,5,Herkimer,64519,50118,6872,13.71,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",05 (May)
2009,5,Jefferson,116229,90287,16865,18.68,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",05 (May)
2009,5,Kings,2504700,1945651,106440,5.47,New York Organ Donor Network,"(40.65642, -73.950691)",05 (May)
2009,5,Lewis,27087,21041,4056,19.28,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",05 (May)
2009,5,Livingston,65393,50797,8344,16.43,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",05 (May)
2009,5,Madison,73442,57050,7819,13.71,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",05 (May)
2009,5,Monroe,744344,578206,74804,12.94,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",05 (May)
2009,5,Montgomery,50219,39010,4876,12.5,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",05 (May)
2009,5,Nassau,1339532,1040548,89869,8.64,New York Organ Donor Network,"(40.715749, -73.601185)",05 (May)
2009,5,New York,1585873,1231906,182703,14.83,New York Organ Donor Network,"(40.726966, -74.005966)",05 (May)
2009,5,Niagara,216469,168153,35154,20.91,UNYTS,"(43.134634, -78.856419)",05 (May)
2009,5,Oneida,234878,182453,13104,7.18,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",05 (May)
2009,5,Onondaga,467026,362786,50681,13.97,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",05 (May)
2009,5,Ontario,107931,83841,15582,18.59,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",05 (May)
2009,5,Orange,372813,289601,30543,10.55,New York Organ Donor Network,"(41.422459, -74.241929)",05 (May)
2009,5,Orleans,42883,33312,1391,4.18,UNYTS,"(43.248394, -78.218438)",05 (May)
2009,5,Oswego,122109,94854,13538,14.27,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",05 (May)
2009,5,Otsego,62259,48363,9023,18.66,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",05 (May)
2009,5,Out of State,0,0,181,0,,,05 (May)
2009,5,Putnam,99710,77455,10547,13.62,New York Organ Donor Network,"(41.41131, -73.717443)",05 (May)
2009,5,Queens,2230722,1732825,73828,4.26,New York Organ Donor Network,"(40.749338, -73.789673)",05 (May)
2009,5,Rensselaer,159429,123844,15935,12.87,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",05 (May)
2009,5,Richmond,468730,364109,23365,6.42,New York Organ Donor Network,"(40.566763, -74.148102)",05 (May)
2009,5,Rockland,311687,242118,18993,7.84,New York Organ Donor Network,"(41.127287, -74.017033)",05 (May)
2009,5,Saratoga,219607,170591,35955,21.08,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",05 (May)
2009,5,Schenectady,154727,120192,20230,16.83,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",05 (May)
2009,5,Schoharie,32749,25439,4657,18.31,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",05 (May)
2009,5,Schuyler,18343,14249,2378,16.69,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",05 (May)
2009,5,Seneca,35251,27383,2211,8.07,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",05 (May)
2009,5,Steuben,98990,76895,14700,19.12,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",05 (May)
2009,5,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",05 (May)
2009,5,Suffolk,1493350,1160034,147632,12.73,New York Organ Donor Network,"(40.820237, -73.119032)",05 (May)
2009,5,Sullivan,77547,60239,5892,9.78,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",05 (May)
2009,5,Tioga,51125,39714,7684,19.35,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",05 (May)
2009,5,Tompkins,101564,78895,22143,28.07,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",05 (May)
2009,5,TOTAL NYS,19378102,15052907,1626729,10.81,,,05 (May)
2009,5,Ulster,182493,141761,18820,13.28,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",05 (May)
2009,5,Unknown,0,0,7098,0,,,05 (May)
2009,5,Warren,65707,51041,7387,14.47,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",05 (May)
2009,5,Washington,63216,49106,6128,12.48,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",05 (May)
2009,5,Wayne,93772,72842,9372,12.87,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",05 (May)
2009,5,Westchester,949113,737271,69710,9.46,New York Organ Donor Network,"(41.039278, -73.805386)",05 (May)
2009,5,Wyoming,42155,32746,6772,20.68,UNYTS,"(42.723641, -78.204473)",05 (May)
2009,5,Yates,25348,19690,3585,18.21,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",05 (May)
2009,4,Albany,304204,236306,30587,12.94,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",04 (Apr)
2009,4,Allegany,48946,38021,6545,17.21,UNYTS,"(42.226801, -78.020567)",04 (Apr)
2009,4,Bronx,1385108,1075952,48292,4.49,New York Organ Donor Network,"(40.85589, -73.868294)",04 (Apr)
2009,4,Broome,200600,155826,24713,15.86,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",04 (Apr)
2009,4,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",04 (Apr)
2009,4,Cayuga,80026,62164,7565,12.17,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",04 (Apr)
2009,4,Chautauqua,134905,104794,23639,22.56,UNYTS,"(42.246904, -79.315313)",04 (Apr)
2009,4,Chemung,88830,69003,12040,17.45,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",04 (Apr)
2009,4,Chenango,50477,39211,5624,14.34,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",04 (Apr)
2009,4,Clinton,82128,63797,11065,17.34,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",04 (Apr)
2009,4,Columbia,63096,49013,10255,20.92,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",04 (Apr)
2009,4,Cortland,49336,38324,7136,18.62,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",04 (Apr)
2009,4,Delaware,47980,37271,4373,11.73,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",04 (Apr)
2009,4,Dutchess,297488,231089,31347,13.56,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",04 (Apr)
2009,4,Erie,919040,713910,114359,16.02,UNYTS,"(42.888143, -78.795544)",04 (Apr)
2009,4,Essex,39370,30583,5517,18.04,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",04 (Apr)
2009,4,Franklin,51599,40082,6178,15.41,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",04 (Apr)
2009,4,Fulton,55531,43136,5698,13.21,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",04 (Apr)
2009,4,Genesee,60079,46669,9050,19.39,UNYTS,"(43.000121, -78.172679)",04 (Apr)
2009,4,Greene,49221,38235,6034,15.78,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",04 (Apr)
2009,4,Hamilton,4836,3757,589,15.68,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",04 (Apr)
2009,4,Herkimer,64519,50118,6788,13.54,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",04 (Apr)
2009,4,Jefferson,116229,90287,16657,18.45,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",04 (Apr)
2009,4,Kings,2504700,1945651,104558,5.37,New York Organ Donor Network,"(40.65642, -73.950691)",04 (Apr)
2009,4,Lewis,27087,21041,4004,19.03,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",04 (Apr)
2009,4,Livingston,65393,50797,8223,16.19,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",04 (Apr)
2009,4,Madison,73442,57050,7666,13.44,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",04 (Apr)
2009,4,Monroe,744344,578206,73590,12.73,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",04 (Apr)
2009,4,Montgomery,50219,39010,4820,12.36,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",04 (Apr)
2009,4,Nassau,1339532,1040548,88164,8.47,New York Organ Donor Network,"(40.715749, -73.601185)",04 (Apr)
2009,4,New York,1585873,1231906,180345,14.64,New York Organ Donor Network,"(40.726966, -74.005966)",04 (Apr)
2009,4,Niagara,216469,168153,34695,20.63,UNYTS,"(43.134634, -78.856419)",04 (Apr)
2009,4,Oneida,234878,182453,12782,7.01,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",04 (Apr)
2009,4,Onondaga,467026,362786,49920,13.76,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",04 (Apr)
2009,4,Ontario,107931,83841,15337,18.29,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",04 (Apr)
2009,4,Orange,372813,289601,30046,10.37,New York Organ Donor Network,"(41.422459, -74.241929)",04 (Apr)
2009,4,Orleans,42883,33312,1369,4.11,UNYTS,"(43.248394, -78.218438)",04 (Apr)
2009,4,Oswego,122109,94854,13361,14.09,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",04 (Apr)
2009,4,Otsego,62259,48363,8923,18.45,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",04 (Apr)
2009,4,Out of State,0,0,181,0,,,04 (Apr)
2009,4,Putnam,99710,77455,10392,13.42,New York Organ Donor Network,"(41.41131, -73.717443)",04 (Apr)
2009,4,Queens,2230722,1732825,72326,4.17,New York Organ Donor Network,"(40.749338, -73.789673)",04 (Apr)
2009,4,Rensselaer,159429,123844,15654,12.64,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",04 (Apr)
2009,4,Richmond,468730,364109,22980,6.31,New York Organ Donor Network,"(40.566763, -74.148102)",04 (Apr)
2009,4,Rockland,311687,242118,18663,7.71,New York Organ Donor Network,"(41.127287, -74.017033)",04 (Apr)
2009,4,Saratoga,219607,170591,35577,20.86,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",04 (Apr)
2009,4,Schenectady,154727,120192,19948,16.6,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",04 (Apr)
2009,4,Schoharie,32749,25439,4613,18.13,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",04 (Apr)
2009,4,Schuyler,18343,14249,2343,16.44,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",04 (Apr)
2009,4,Seneca,35251,27383,2173,7.94,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",04 (Apr)
2009,4,Steuben,98990,76895,14542,18.91,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",04 (Apr)
2009,4,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",04 (Apr)
2009,4,Suffolk,1493350,1160034,145739,12.56,New York Organ Donor Network,"(40.820237, -73.119032)",04 (Apr)
2009,4,Sullivan,77547,60239,5777,9.59,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",04 (Apr)
2009,4,Tioga,51125,39714,7581,19.09,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",04 (Apr)
2009,4,Tompkins,101564,78895,21903,27.76,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",04 (Apr)
2009,4,TOTAL NYS,19378102,15052907,1602420,10.65,,,04 (Apr)
2009,4,Ulster,182493,141761,18501,13.05,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",04 (Apr)
2009,4,Unknown,0,0,6986,0,,,04 (Apr)
2009,4,Warren,65707,51041,7306,14.31,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",04 (Apr)
2009,4,Washington,63216,49106,6039,12.3,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",04 (Apr)
2009,4,Wayne,93772,72842,9264,12.72,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",04 (Apr)
2009,4,Westchester,949113,737271,68393,9.28,New York Organ Donor Network,"(41.039278, -73.805386)",04 (Apr)
2009,4,Wyoming,42155,32746,6700,20.46,UNYTS,"(42.723641, -78.204473)",04 (Apr)
2009,4,Yates,25348,19690,3546,18.01,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",04 (Apr)
2009,3,Albany,304204,236306,30112,12.74,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",03 (Mar)
2009,3,Allegany,48946,38021,6457,16.98,UNYTS,"(42.226801, -78.020567)",03 (Mar)
2009,3,Bronx,1385108,1075952,47051,4.37,New York Organ Donor Network,"(40.85589, -73.868294)",03 (Mar)
2009,3,Broome,200600,155826,24403,15.66,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",03 (Mar)
2009,3,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",03 (Mar)
2009,3,Cayuga,80026,62164,7450,11.98,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",03 (Mar)
2009,3,Chautauqua,134905,104794,23431,22.36,UNYTS,"(42.246904, -79.315313)",03 (Mar)
2009,3,Chemung,88830,69003,11900,17.25,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",03 (Mar)
2009,3,Chenango,50477,39211,5554,14.16,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",03 (Mar)
2009,3,Clinton,82128,63797,10906,17.09,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",03 (Mar)
2009,3,Columbia,63096,49013,10166,20.74,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",03 (Mar)
2009,3,Cortland,49336,38324,7053,18.4,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",03 (Mar)
2009,3,Delaware,47980,37271,4313,11.57,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",03 (Mar)
2009,3,Dutchess,297488,231089,30919,13.38,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",03 (Mar)
2009,3,Erie,919040,713910,112265,15.73,UNYTS,"(42.888143, -78.795544)",03 (Mar)
2009,3,Essex,39370,30583,5439,17.78,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",03 (Mar)
2009,3,Franklin,51599,40082,6075,15.16,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",03 (Mar)
2009,3,Fulton,55531,43136,5638,13.07,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",03 (Mar)
2009,3,Genesee,60079,46669,8953,19.18,UNYTS,"(43.000121, -78.172679)",03 (Mar)
2009,3,Greene,49221,38235,5983,15.65,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",03 (Mar)
2009,3,Hamilton,4836,3757,586,15.6,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",03 (Mar)
2009,3,Herkimer,64519,50118,6673,13.31,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",03 (Mar)
